species,gene_id,n_timepoints,min_consensus,mean_consensus,all_high_consensus,n_distinct_consensus,consensus_by_tp,tp1_exon,tp2_exon,tp3_exon,tp4_exon,shift_category
Acropora pulchra,FUN_026253,3,1,1,TRUE,2,TP1:120947; TP2:120948; TP3:120947,120947,120948,120947,NA,Timepoint-Coordinated
Acropora pulchra,FUN_026258,4,0.7142857142857143,0.8035714285714286,TRUE,2,TP1:120972; TP2:120971; TP3:120971; TP4:120971,120972,120971,120971,120971,Timepoint-Coordinated
Acropora pulchra,FUN_026285,3,1,1,TRUE,2,TP1:121092; TP3:121092; TP4:121091,121092,NA,121092,121091,Timepoint-Coordinated
Acropora pulchra,FUN_026347,4,0.75,0.7569444444444444,TRUE,2,TP1:121439; TP2:121439; TP3:121439; TP4:121440,121439,121439,121439,121440,Timepoint-Coordinated
Acropora pulchra,FUN_026360,4,1,1,TRUE,2,TP1:121480; TP2:121480; TP3:121480; TP4:121481,121480,121480,121480,121481,Timepoint-Coordinated
Acropora pulchra,FUN_026381,2,1,1,TRUE,2,TP2:121576; TP3:121577,NA,121576,121577,NA,Timepoint-Coordinated
Acropora pulchra,FUN_026434,3,1,1,TRUE,2,TP1:121818; TP2:121819; TP3:121818,121818,121819,121818,NA,Timepoint-Coordinated
Acropora pulchra,FUN_026461,3,1,1,TRUE,2,TP1:121937; TP2:121937; TP4:121936,121937,121937,NA,121936,Timepoint-Coordinated
Acropora pulchra,FUN_026626,4,0.8,0.875,TRUE,2,TP1:122923; TP2:122921; TP3:122923; TP4:122923,122923,122921,122923,122923,Timepoint-Coordinated
Acropora pulchra,FUN_026736,3,1,1,TRUE,2,TP2:123270; TP3:123269; TP4:123270,NA,123270,123269,123270,Timepoint-Coordinated
Acropora pulchra,FUN_026746,3,1,1,TRUE,2,TP2:123321; TP3:123319; TP4:123319,NA,123321,123319,123319,Timepoint-Coordinated
Acropora pulchra,FUN_026776,2,1,1,TRUE,2,TP1:123392; TP2:123393,123392,123393,NA,NA,Timepoint-Coordinated
Acropora pulchra,FUN_026781,2,1,1,TRUE,2,TP2:123408; TP4:123409,NA,123408,NA,123409,Timepoint-Coordinated
Acropora pulchra,FUN_026858,3,1,1,TRUE,2,TP1:123646; TP2:123645; TP4:123646,123646,123645,NA,123646,Timepoint-Coordinated
Acropora pulchra,FUN_026871,2,1,1,TRUE,2,TP3:123674; TP4:123675,NA,NA,123674,123675,Timepoint-Coordinated
Acropora pulchra,FUN_026885,3,1,1,TRUE,2,TP2:123710; TP3:123708; TP4:123710,NA,123710,123708,123710,Timepoint-Coordinated
Acropora pulchra,FUN_026911,3,1,1,TRUE,2,TP1:123807; TP2:123811; TP3:123807,123807,123811,123807,NA,Timepoint-Coordinated
Acropora pulchra,FUN_026923,2,1,1,TRUE,2,TP1:123863; TP2:123864,123863,123864,NA,NA,Timepoint-Coordinated
Acropora pulchra,FUN_027075,4,0.7,0.725,TRUE,2,TP1:124332; TP2:124333; TP3:124332; TP4:124332,124332,124333,124332,124332,Timepoint-Coordinated
Acropora pulchra,FUN_027160,2,1,1,TRUE,2,TP1:124600; TP2:124602,124600,124602,NA,NA,Timepoint-Coordinated
Acropora pulchra,FUN_027161,3,1,1,TRUE,2,TP1:124604; TP2:124605; TP3:124604,124604,124605,124604,NA,Timepoint-Coordinated
Acropora pulchra,FUN_027172,2,1,1,TRUE,2,TP1:124628; TP2:124627,124628,124627,NA,NA,Timepoint-Coordinated
Acropora pulchra,FUN_027199,2,1,1,TRUE,2,TP1:124691; TP2:124692,124691,124692,NA,NA,Timepoint-Coordinated
Acropora pulchra,FUN_027237,4,1,1,TRUE,2,TP1:124855; TP2:124854; TP3:124854; TP4:124855,124855,124854,124854,124855,Timepoint-Coordinated
Acropora pulchra,FUN_027239,2,1,1,TRUE,2,TP2:124862; TP3:124863,NA,124862,124863,NA,Timepoint-Coordinated
Acropora pulchra,FUN_027335,2,1,1,TRUE,2,TP1:125189; TP3:125188,125189,NA,125188,NA,Timepoint-Coordinated
Acropora pulchra,FUN_027350,3,1,1,TRUE,2,TP1:125232; TP2:125232; TP3:125230,125232,125232,125230,NA,Timepoint-Coordinated
Acropora pulchra,FUN_027419,3,1,1,TRUE,2,TP1:125370; TP2:125370; TP3:125371,125370,125370,125371,NA,Timepoint-Coordinated
Acropora pulchra,FUN_027447,2,1,1,TRUE,2,TP1:125438; TP2:125439,125438,125439,NA,NA,Timepoint-Coordinated
Acropora pulchra,FUN_027455,4,0.75,0.8875,TRUE,2,TP1:125461; TP2:125461; TP3:125462; TP4:125461,125461,125461,125462,125461,Timepoint-Coordinated
Acropora pulchra,FUN_027472,2,1,1,TRUE,2,TP2:125523; TP3:125522,NA,125523,125522,NA,Timepoint-Coordinated
Acropora pulchra,FUN_027485,4,0.8,0.95,TRUE,2,TP1:125551; TP2:125551; TP3:125551; TP4:125550,125551,125551,125551,125550,Timepoint-Coordinated
Acropora pulchra,FUN_027535,2,1,1,TRUE,2,TP2:125701; TP3:125703,NA,125701,125703,NA,Timepoint-Coordinated
Acropora pulchra,FUN_027612,3,1,1,TRUE,2,TP1:125885; TP2:125885; TP3:125884,125885,125885,125884,NA,Timepoint-Coordinated
Acropora pulchra,FUN_027633,2,1,1,TRUE,2,TP2:125931; TP4:125929,NA,125931,NA,125929,Timepoint-Coordinated
Acropora pulchra,FUN_027685,4,0.75,0.8875,TRUE,2,TP1:126075; TP2:126076; TP3:126075; TP4:126075,126075,126076,126075,126075,Timepoint-Coordinated
Acropora pulchra,FUN_027703,4,1,1,TRUE,2,TP1:126120; TP2:126121; TP3:126120; TP4:126120,126120,126121,126120,126120,Timepoint-Coordinated
Acropora pulchra,FUN_027711,2,1,1,TRUE,2,TP3:126135; TP4:126134,NA,NA,126135,126134,Timepoint-Coordinated
Acropora pulchra,FUN_027713,4,1,1,TRUE,2,TP1:126138; TP2:126137; TP3:126138; TP4:126137,126138,126137,126138,126137,Timepoint-Coordinated
Acropora pulchra,FUN_027742,3,1,1,TRUE,2,TP1:126263; TP2:126264; TP3:126264,126263,126264,126264,NA,Timepoint-Coordinated
Acropora pulchra,FUN_027816,4,0.75,0.9375,TRUE,2,TP1:126772; TP2:126772; TP3:126772; TP4:126771,126772,126772,126772,126771,Timepoint-Coordinated
Acropora pulchra,FUN_027857,3,0.75,0.9166666666666666,TRUE,2,TP1:127052; TP2:127053; TP4:127052,127052,127053,NA,127052,Timepoint-Coordinated
Acropora pulchra,FUN_027870,4,1,1,TRUE,2,TP1:127088; TP2:127087; TP3:127087; TP4:127088,127088,127087,127087,127088,Timepoint-Coordinated
Acropora pulchra,FUN_027883,4,1,1,TRUE,2,TP1:127111; TP2:127112; TP3:127111; TP4:127112,127111,127112,127111,127112,Timepoint-Coordinated
Acropora pulchra,FUN_027926,4,0.7142857142857143,0.7357142857142858,TRUE,2,TP1:127306; TP2:127306; TP3:127306; TP4:127307,127306,127306,127306,127307,Timepoint-Coordinated
Acropora pulchra,FUN_027945,4,0.7142857142857143,0.8757936507936508,TRUE,2,TP1:127454; TP2:127453; TP3:127453; TP4:127453,127454,127453,127453,127453,Timepoint-Coordinated
Acropora pulchra,FUN_028138,4,0.8,0.9,TRUE,2,TP1:128617; TP2:128622; TP3:128622; TP4:128617,128617,128622,128622,128617,Timepoint-Coordinated
Acropora pulchra,FUN_028157,4,0.7,0.75,TRUE,2,TP1:128742; TP2:128741; TP3:128741; TP4:128742,128742,128741,128741,128742,Timepoint-Coordinated
Acropora pulchra,FUN_028183,2,1,1,TRUE,2,TP2:128928; TP3:128927,NA,128928,128927,NA,Timepoint-Coordinated
Acropora pulchra,FUN_028196,4,1,1,TRUE,2,TP1:129051; TP2:129051; TP3:129051; TP4:129052,129051,129051,129051,129052,Timepoint-Coordinated
Acropora pulchra,FUN_028265,2,1,1,TRUE,2,TP1:129359; TP3:129361,129359,NA,129361,NA,Timepoint-Coordinated
Acropora pulchra,FUN_028268,3,1,1,TRUE,2,TP1:129431; TP3:129430; TP4:129430,129431,NA,129430,129430,Timepoint-Coordinated
Acropora pulchra,FUN_028305,3,1,1,TRUE,2,TP1:129740; TP2:129741; TP3:129740,129740,129741,129740,NA,Timepoint-Coordinated
Acropora pulchra,FUN_028311,4,1,1,TRUE,2,TP1:129781; TP2:129781; TP3:129781; TP4:129783,129781,129781,129781,129783,Timepoint-Coordinated
Acropora pulchra,FUN_028327,4,0.7,0.7694444444444445,TRUE,2,TP1:129921; TP2:129922; TP3:129922; TP4:129922,129921,129922,129922,129922,Timepoint-Coordinated
Acropora pulchra,FUN_028358,2,1,1,TRUE,2,TP2:130087; TP3:130086,NA,130087,130086,NA,Timepoint-Coordinated
Acropora pulchra,FUN_028361,4,1,1,TRUE,2,TP1:130105; TP2:130110; TP3:130105; TP4:130105,130105,130110,130105,130105,Timepoint-Coordinated
Acropora pulchra,FUN_028375,3,1,1,TRUE,2,TP1:130194; TP3:130194; TP4:130193,130194,NA,130194,130193,Timepoint-Coordinated
Acropora pulchra,FUN_028382,4,1,1,TRUE,3,TP1:130234; TP2:130235; TP3:130237; TP4:130235,130234,130235,130237,130235,Timepoint-Coordinated
Acropora pulchra,FUN_028385,2,1,1,TRUE,2,TP1:130244; TP2:130243,130244,130243,NA,NA,Timepoint-Coordinated
Acropora pulchra,FUN_028409,4,1,1,TRUE,3,TP1:130343; TP2:130344; TP3:130345; TP4:130343,130343,130344,130345,130343,Timepoint-Coordinated
Acropora pulchra,FUN_028430,4,1,1,TRUE,3,TP1:130401; TP2:130403; TP3:130402; TP4:130401,130401,130403,130402,130401,Timepoint-Coordinated
Acropora pulchra,FUN_028431,4,1,1,TRUE,2,TP1:130405; TP2:130405; TP3:130405; TP4:130406,130405,130405,130405,130406,Timepoint-Coordinated
Acropora pulchra,FUN_028432,4,1,1,TRUE,2,TP1:130407; TP2:130407; TP3:130408; TP4:130407,130407,130407,130408,130407,Timepoint-Coordinated
Acropora pulchra,FUN_028435,4,1,1,TRUE,2,TP1:130417; TP2:130416; TP3:130417; TP4:130417,130417,130416,130417,130417,Timepoint-Coordinated
Acropora pulchra,FUN_028517,3,1,1,TRUE,2,TP1:130979; TP2:130978; TP3:130979,130979,130978,130979,NA,Timepoint-Coordinated
Acropora pulchra,FUN_028518,4,1,1,TRUE,2,TP1:130980; TP2:130981; TP3:130980; TP4:130981,130980,130981,130980,130981,Timepoint-Coordinated
Acropora pulchra,FUN_028532,2,1,1,TRUE,2,TP1:131032; TP2:131031,131032,131031,NA,NA,Timepoint-Coordinated
Acropora pulchra,FUN_028569,2,1,1,TRUE,2,TP2:131247; TP3:131246,NA,131247,131246,NA,Timepoint-Coordinated
Acropora pulchra,FUN_028578,3,1,1,TRUE,2,TP1:131265; TP3:131265; TP4:131264,131265,NA,131265,131264,Timepoint-Coordinated
Acropora pulchra,FUN_028608,3,1,1,TRUE,2,TP1:131334; TP2:131335; TP3:131335,131334,131335,131335,NA,Timepoint-Coordinated
Acropora pulchra,FUN_028614,4,1,1,TRUE,2,TP1:131344; TP2:131344; TP3:131345; TP4:131344,131344,131344,131345,131344,Timepoint-Coordinated
Acropora pulchra,FUN_028658,2,1,1,TRUE,2,TP3:131474; TP4:131473,NA,NA,131474,131473,Timepoint-Coordinated
Acropora pulchra,FUN_028669,2,1,1,TRUE,2,TP1:131505; TP3:131508,131505,NA,131508,NA,Timepoint-Coordinated
Acropora pulchra,FUN_028740,3,1,1,TRUE,2,TP1:131679; TP2:131679; TP3:131683,131679,131679,131683,NA,Timepoint-Coordinated
Acropora pulchra,FUN_028743,3,1,1,TRUE,2,TP2:131695; TP3:131696; TP4:131696,NA,131695,131696,131696,Timepoint-Coordinated
Acropora pulchra,FUN_028744,3,1,1,TRUE,3,TP1:131698; TP2:131697; TP4:131699,131698,131697,NA,131699,Timepoint-Coordinated
Acropora pulchra,FUN_028747,4,1,1,TRUE,2,TP1:131706; TP2:131705; TP3:131706; TP4:131706,131706,131705,131706,131706,Timepoint-Coordinated
Acropora pulchra,FUN_028796,2,1,1,TRUE,2,TP2:131878; TP3:131877,NA,131878,131877,NA,Timepoint-Coordinated
Acropora pulchra,FUN_028805,4,1,1,TRUE,2,TP1:131916; TP2:131916; TP3:131916; TP4:131917,131916,131916,131916,131917,Timepoint-Coordinated
Acropora pulchra,FUN_028855,4,0.75,0.9375,TRUE,2,TP1:132139; TP2:132138; TP3:132139; TP4:132138,132139,132138,132139,132138,Timepoint-Coordinated
Acropora pulchra,FUN_028928,3,1,1,TRUE,2,TP2:132435; TP3:132435; TP4:132436,NA,132435,132435,132436,Timepoint-Coordinated
Acropora pulchra,FUN_029005,2,1,1,TRUE,2,TP1:132891; TP3:132894,132891,NA,132894,NA,Timepoint-Coordinated
Acropora pulchra,FUN_029143,4,1,1,TRUE,2,TP1:133960; TP2:133961; TP3:133960; TP4:133960,133960,133961,133960,133960,Timepoint-Coordinated
Acropora pulchra,FUN_029456,4,1,1,TRUE,2,TP1:135962; TP2:135961; TP3:135961; TP4:135961,135962,135961,135961,135961,Timepoint-Coordinated
Acropora pulchra,FUN_029457,4,1,1,TRUE,2,TP1:135963; TP2:135964; TP3:135964; TP4:135964,135963,135964,135964,135964,Timepoint-Coordinated
Acropora pulchra,FUN_029500,3,1,1,TRUE,2,TP2:136200; TP3:136197; TP4:136197,NA,136200,136197,136197,Timepoint-Coordinated
Acropora pulchra,FUN_029602,4,0.7,0.775,TRUE,2,TP1:136747; TP2:136748; TP3:136748; TP4:136747,136747,136748,136748,136747,Timepoint-Coordinated
Acropora pulchra,FUN_029651,2,1,1,TRUE,2,TP1:136873; TP3:136874,136873,NA,136874,NA,Timepoint-Coordinated
Acropora pulchra,FUN_029652,4,0.75,0.8740079365079365,TRUE,2,TP1:136876; TP2:136875; TP3:136875; TP4:136875,136876,136875,136875,136875,Timepoint-Coordinated
Acropora pulchra,FUN_029661,3,1,1,TRUE,2,TP1:136890; TP2:136889; TP3:136889,136890,136889,136889,NA,Timepoint-Coordinated
Acropora pulchra,FUN_029693,4,1,1,TRUE,2,TP1:137009; TP2:137008; TP3:137008; TP4:137008,137009,137008,137008,137008,Timepoint-Coordinated
Acropora pulchra,FUN_029795,3,0.8,0.9333333333333333,TRUE,2,TP1:137398; TP2:137399; TP3:137399,137398,137399,137399,NA,Timepoint-Coordinated
Acropora pulchra,FUN_029915,2,1,1,TRUE,2,TP1:137779; TP2:137778,137779,137778,NA,NA,Timepoint-Coordinated
Acropora pulchra,FUN_029920,4,1,1,TRUE,2,TP1:137787; TP2:137787; TP3:137788; TP4:137787,137787,137787,137788,137787,Timepoint-Coordinated
Acropora pulchra,FUN_029925,2,1,1,TRUE,2,TP2:137799; TP3:137797,NA,137799,137797,NA,Timepoint-Coordinated
Acropora pulchra,FUN_029928,2,1,1,TRUE,2,TP1:137806; TP3:137805,137806,NA,137805,NA,Timepoint-Coordinated
Acropora pulchra,FUN_029942,3,1,1,TRUE,2,TP2:137835; TP3:137834; TP4:137835,NA,137835,137834,137835,Timepoint-Coordinated
Acropora pulchra,FUN_029964,3,1,1,TRUE,2,TP1:137885; TP2:137885; TP3:137887,137885,137885,137887,NA,Timepoint-Coordinated
Acropora pulchra,FUN_029967,2,1,1,TRUE,2,TP1:137893; TP4:137894,137893,NA,NA,137894,Timepoint-Coordinated
Acropora pulchra,FUN_029969,4,1,1,TRUE,2,TP1:137897; TP2:137898; TP3:137897; TP4:137897,137897,137898,137897,137897,Timepoint-Coordinated
Acropora pulchra,FUN_029982,2,1,1,TRUE,2,TP1:137929; TP3:137930,137929,NA,137930,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030007,2,1,1,TRUE,2,TP2:137996; TP3:137995,NA,137996,137995,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030015,4,1,1,TRUE,2,TP1:138028; TP2:138027; TP3:138027; TP4:138027,138028,138027,138027,138027,Timepoint-Coordinated
Acropora pulchra,FUN_030034,3,1,1,TRUE,2,TP2:138080; TP3:138080; TP4:138081,NA,138080,138080,138081,Timepoint-Coordinated
Acropora pulchra,FUN_030073,4,0.7,0.775,TRUE,2,TP1:138216; TP2:138215; TP3:138216; TP4:138216,138216,138215,138216,138216,Timepoint-Coordinated
Acropora pulchra,FUN_030141,2,1,1,TRUE,2,TP2:138396; TP4:138397,NA,138396,NA,138397,Timepoint-Coordinated
Acropora pulchra,FUN_030158,4,1,1,TRUE,2,TP1:138441; TP2:138441; TP3:138443; TP4:138441,138441,138441,138443,138441,Timepoint-Coordinated
Acropora pulchra,FUN_030235,3,1,1,TRUE,2,TP1:138661; TP2:138662; TP3:138662,138661,138662,138662,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030237,2,1,1,TRUE,2,TP2:138666; TP3:138665,NA,138666,138665,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030318,2,1,1,TRUE,2,TP1:138827; TP3:138828,138827,NA,138828,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030334,2,1,1,TRUE,2,TP2:138859; TP3:138860,NA,138859,138860,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030348,2,1,1,TRUE,2,TP1:138887; TP3:138888,138887,NA,138888,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030356,2,1,1,TRUE,2,TP1:138903; TP3:138904,138903,NA,138904,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030409,3,1,1,TRUE,2,TP1:139010; TP2:139009; TP3:139010,139010,139009,139010,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030413,3,1,1,TRUE,2,TP1:139018; TP3:139019; TP4:139018,139018,NA,139019,139018,Timepoint-Coordinated
Acropora pulchra,FUN_030424,3,1,1,TRUE,2,TP1:139040; TP2:139041; TP3:139041,139040,139041,139041,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030426,3,1,1,TRUE,2,TP1:139044; TP2:139045; TP3:139045,139044,139045,139045,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030432,3,1,1,TRUE,2,TP1:139056; TP2:139057; TP3:139057,139056,139057,139057,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030446,4,1,1,TRUE,2,TP1:139084; TP2:139085; TP3:139085; TP4:139084,139084,139085,139085,139084,Timepoint-Coordinated
Acropora pulchra,FUN_030448,3,1,1,TRUE,2,TP1:139089; TP2:139088; TP3:139089,139089,139088,139089,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030452,2,1,1,TRUE,2,TP1:139096; TP3:139097,139096,NA,139097,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030458,3,1,1,TRUE,2,TP1:139108; TP2:139109; TP3:139109,139108,139109,139109,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030461,2,1,1,TRUE,2,TP1:139114; TP3:139115,139114,NA,139115,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030463,3,1,1,TRUE,2,TP1:139118; TP2:139118; TP3:139119,139118,139118,139119,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030477,2,1,1,TRUE,2,TP1:139145; TP2:139144,139145,139144,NA,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030481,2,1,1,TRUE,2,TP1:139152; TP3:139153,139152,NA,139153,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030483,2,1,1,TRUE,2,TP2:139156; TP3:139157,NA,139156,139157,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030515,3,1,1,TRUE,2,TP1:139225; TP2:139226; TP3:139225,139225,139226,139225,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030526,2,1,1,TRUE,2,TP2:139243; TP3:139242,NA,139243,139242,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030534,3,1,1,TRUE,2,TP1:139263; TP2:139262; TP4:139262,139263,139262,NA,139262,Timepoint-Coordinated
Acropora pulchra,FUN_030551,3,1,1,TRUE,2,TP2:139296; TP3:139296; TP4:139295,NA,139296,139296,139295,Timepoint-Coordinated
Acropora pulchra,FUN_030553,2,1,1,TRUE,2,TP1:139299; TP3:139298,139299,NA,139298,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030554,3,1,1,TRUE,2,TP1:139302; TP2:139300; TP3:139300,139302,139300,139300,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030571,3,1,1,TRUE,2,TP1:139334; TP2:139335; TP3:139334,139334,139335,139334,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030595,2,1,1,TRUE,2,TP2:139376; TP3:139375,NA,139376,139375,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030637,3,1,1,TRUE,2,TP1:139480; TP2:139480; TP4:139481,139480,139480,NA,139481,Timepoint-Coordinated
Acropora pulchra,FUN_030691,3,0.75,0.9166666666666666,TRUE,2,TP2:139726; TP3:139725; TP4:139725,NA,139726,139725,139725,Timepoint-Coordinated
Acropora pulchra,FUN_030698,3,1,1,TRUE,2,TP1:139747; TP2:139747; TP4:139748,139747,139747,NA,139748,Timepoint-Coordinated
Acropora pulchra,FUN_030728,2,1,1,TRUE,2,TP2:139810; TP4:139811,NA,139810,NA,139811,Timepoint-Coordinated
Acropora pulchra,FUN_030732,3,1,1,TRUE,2,TP1:139818; TP2:139817; TP4:139818,139818,139817,NA,139818,Timepoint-Coordinated
Acropora pulchra,FUN_030864,2,1,1,TRUE,2,TP1:140003; TP2:140005,140003,140005,NA,NA,Timepoint-Coordinated
Acropora pulchra,FUN_030894,2,1,1,TRUE,2,TP3:140122; TP4:140123,NA,NA,140122,140123,Timepoint-Coordinated
Acropora pulchra,FUN_030904,3,1,1,TRUE,2,TP2:140136; TP3:140135; TP4:140136,NA,140136,140135,140136,Timepoint-Coordinated
Acropora pulchra,FUN_030993,4,1,1,TRUE,2,TP1:140243; TP2:140242; TP3:140243; TP4:140243,140243,140242,140243,140243,Timepoint-Coordinated
Acropora pulchra,FUN_031010,3,1,1,TRUE,2,TP1:140313; TP2:140314; TP3:140313,140313,140314,140313,NA,Timepoint-Coordinated
Acropora pulchra,FUN_031015,4,1,1,TRUE,2,TP1:140323; TP2:140325; TP3:140323; TP4:140323,140323,140325,140323,140323,Timepoint-Coordinated
Acropora pulchra,FUN_031055,4,0.8,0.8,TRUE,2,TP1:140436; TP2:140437; TP3:140437; TP4:140436,140436,140437,140437,140436,Timepoint-Coordinated
Acropora pulchra,FUN_031175,3,1,1,TRUE,2,TP1:140760; TP3:140761; TP4:140761,140760,NA,140761,140761,Timepoint-Coordinated
Acropora pulchra,FUN_031224,4,1,1,TRUE,2,TP1:141087; TP2:141087; TP3:141088; TP4:141087,141087,141087,141088,141087,Timepoint-Coordinated
Acropora pulchra,FUN_031247,2,1,1,TRUE,2,TP1:141207; TP4:141206,141207,NA,NA,141206,Timepoint-Coordinated
Acropora pulchra,FUN_031283,4,0.7142857142857143,0.8660714285714286,TRUE,3,TP1:141393; TP2:141394; TP3:141393; TP4:141392,141393,141394,141393,141392,Timepoint-Coordinated
Acropora pulchra,FUN_031312,4,1,1,TRUE,2,TP1:141632; TP2:141632; TP3:141633; TP4:141632,141632,141632,141633,141632,Timepoint-Coordinated
Acropora pulchra,FUN_031351,3,1,1,TRUE,2,TP1:141786; TP2:141785; TP4:141785,141786,141785,NA,141785,Timepoint-Coordinated
Acropora pulchra,FUN_031361,4,0.75,0.9375,TRUE,2,TP1:141838; TP2:141837; TP3:141837; TP4:141837,141838,141837,141837,141837,Timepoint-Coordinated
Acropora pulchra,FUN_031430,3,1,1,TRUE,2,TP1:142112; TP2:142112; TP4:142113,142112,142112,NA,142113,Timepoint-Coordinated
Acropora pulchra,FUN_031434,3,1,1,TRUE,2,TP1:142121; TP3:142121; TP4:142120,142121,NA,142121,142120,Timepoint-Coordinated
Acropora pulchra,FUN_031478,2,1,1,TRUE,2,TP1:142282; TP4:142279,142282,NA,NA,142279,Timepoint-Coordinated
Acropora pulchra,FUN_031558,4,0.75,0.9375,TRUE,2,TP1:142707; TP2:142706; TP3:142707; TP4:142707,142707,142706,142707,142707,Timepoint-Coordinated
Acropora pulchra,FUN_031613,2,1,1,TRUE,2,TP1:143029; TP3:143030,143029,NA,143030,NA,Timepoint-Coordinated
Acropora pulchra,FUN_031643,4,0.7,0.85,TRUE,2,TP1:143168; TP2:143167; TP3:143167; TP4:143167,143168,143167,143167,143167,Timepoint-Coordinated
Acropora pulchra,FUN_031753,4,0.7,0.725,TRUE,2,TP1:143921; TP2:143919; TP3:143919; TP4:143921,143921,143919,143919,143921,Timepoint-Coordinated
Acropora pulchra,FUN_031758,4,0.7142857142857143,0.8154761904761905,TRUE,2,TP1:143959; TP2:143961; TP3:143959; TP4:143959,143959,143961,143959,143959,Timepoint-Coordinated
Acropora pulchra,FUN_031772,4,1,1,TRUE,2,TP1:144012; TP2:144012; TP3:144013; TP4:144013,144012,144012,144013,144013,Timepoint-Coordinated
Acropora pulchra,FUN_031788,2,1,1,TRUE,2,TP1:144088; TP3:144086,144088,NA,144086,NA,Timepoint-Coordinated
Acropora pulchra,FUN_031822,2,1,1,TRUE,2,TP1:144208; TP4:144209,144208,NA,NA,144209,Timepoint-Coordinated
Acropora pulchra,FUN_031823,4,1,1,TRUE,2,TP1:144211; TP2:144213; TP3:144213; TP4:144213,144211,144213,144213,144213,Timepoint-Coordinated
Acropora pulchra,FUN_032144,4,0.7,0.775,TRUE,2,TP1:146360; TP2:146362; TP3:146360; TP4:146360,146360,146362,146360,146360,Timepoint-Coordinated
Acropora pulchra,FUN_032279,4,0.7142857142857143,0.8348214285714286,TRUE,2,TP1:147255; TP2:147256; TP3:147256; TP4:147256,147255,147256,147256,147256,Timepoint-Coordinated
Acropora pulchra,FUN_032376,2,1,1,TRUE,2,TP1:147927; TP4:147928,147927,NA,NA,147928,Timepoint-Coordinated
Acropora pulchra,FUN_032463,4,0.75,0.875,TRUE,2,TP1:148425; TP2:148426; TP3:148426; TP4:148425,148425,148426,148426,148425,Timepoint-Coordinated
Acropora pulchra,FUN_032577,4,0.75,0.9375,TRUE,2,TP1:148974; TP2:148973; TP3:148974; TP4:148974,148974,148973,148974,148974,Timepoint-Coordinated
Acropora pulchra,FUN_032651,4,0.7,0.8,TRUE,2,TP1:149475; TP2:149475; TP3:149474; TP4:149475,149475,149475,149474,149475,Timepoint-Coordinated
Acropora pulchra,FUN_032658,4,1,1,TRUE,2,TP1:149523; TP2:149525; TP3:149523; TP4:149523,149523,149525,149523,149523,Timepoint-Coordinated
Acropora pulchra,FUN_032666,4,0.75,0.8875,TRUE,2,TP1:149560; TP2:149561; TP3:149561; TP4:149560,149560,149561,149561,149560,Timepoint-Coordinated
Acropora pulchra,FUN_032709,4,0.7,0.7,TRUE,2,TP1:149812; TP2:149808; TP3:149808; TP4:149812,149812,149808,149808,149812,Timepoint-Coordinated
Acropora pulchra,FUN_032744,4,1,1,TRUE,2,TP1:149951; TP2:149951; TP3:149952; TP4:149951,149951,149951,149952,149951,Timepoint-Coordinated
Acropora pulchra,FUN_032769,3,1,1,TRUE,2,TP1:150124; TP2:150124; TP4:150123,150124,150124,NA,150123,Timepoint-Coordinated
Acropora pulchra,FUN_032822,4,0.75,0.7833333333333333,TRUE,2,TP1:150429; TP2:150429; TP3:150430; TP4:150429,150429,150429,150430,150429,Timepoint-Coordinated
